"study_alias","study_desc","nct_number"
H3G-LC-BGGA,DOSE-ESCALATION STUDY,
H8O-MC-A025,Bcell regen in IGT: Study of A1 Antitrypsin and Exen.,
I2Q-MC-GMAM,DDI #1,
"13218",DDI #2 - Placeholder,
I3Z-MC-GPDB,GPR119 MAD (Phase 1),
I3L-MC-LABC, LY2165766 POC in healthy subjects,
F1J-MC-O042,Success in Neuropathic Pain Patients,
"13282",PK Study to support add-on Indication,
H7T-BP-O003,Antiplatelet treatment in patients with diabetes mellitus,
"13310",BACE RelBioav ,
B4Z-US-X058,Atomox for the Treatment of Attention Disorders with TBI,
F1D-IT-O316,AD and Antipsychotics: a pragmatic RCT,
"12572",MCHR-1 Ph II,
H8G-JE-EPBM,JP fXa P-I SD/MD combine,
H8O-IT-B008,Exenatide use in real setting - Italian Obs Study,
B4Z-MC-B014,Claims database review of Atx and Cerebrovascular outcomes,
"12418", Phase 3 - LY2148936 3-yr Treatment Study (Placeholder),
F3Z-US-IOEZ,"COMP OF COMB T'PY GLYBURIDE / W LISPRO, METFORMIN OR NPH HS",
F3Z-VI-IOBP,SAFETY AND EFFICACY OF LYSPRO IN PAT WITH DIAB. MEL.,
"12480",PLACEHOLDER DUMMY TRIAL - Local Italy IITs,
"12483",PLACEHOLDER DUMMY TRIAL - Local ITALY IITs,
"12544",MDSS,
H7T-US-B007,Post Launch Observational Study,
H9P-EW-LNCK,Biopharm PGP study (Digoxine),
I2K-MC-ZZAN,"4 Week Efficacy",
I2K-MC-ZZAQ,Mid-Term PSG,
"12671",R-Ph III - GemPro +/- (S)C) vs (SOC) -3rd line-Breast,
"12685",DDI: Psychometric (antipsychotic) Assessment - placeholder,
"12902",Non Intervential prospective study of 5 parallel cohorts,
H7T-MC-TADG,Nominative ATU,
"1507",THIS TRIAL IS VOID!!            REFER TO TRIAL #1647,
H3E-CA-O043,Phase 3 2nd Line Therapy in NSCLC Alimta vs Erlotinib,
H3E-MC-JMAC,PH II TRIAL LY231514 IV Q 21 DAYS IN MET COLORECTAL CANCER,
I3P-FW-GKBA,Single Ascending Dose Study (SADS) w/DDI Arm for LY2608204,
H3E-MC-JMAN,LY231514 IN NON-SMALL CELL LUNG CANCER,
H8O-EW-GWDM,"""4B"" Add exen to Pts not achieving tgt on B/Ins or Glargine",
H3F-LC-GFAA,"COMPARISON OF PK PARAMETERS OF RGLUCAGON & ANIMAL IV, IM, SC",
H7T-MC-B011,IMS Database Study,
"13219",FRD Eg5 AML trial ,
"13292",Phase 2a Indication exploration study other population 1,
H8O-MC-A031,Role of Exenatide in Atherosclerotic Placque ,
F3Z-JE-IOPU,JP_Humalog mixture_Ph4_Open trial,
H8Y-EW-HBCS,Sleep EEG Study,
H3S-LC-GGGV,"RALOXIFENE:  GENDER SPECIFIC METABOLISM, WITHIN SUBJECT...",
F1J-MC-B037,Retrospective Obs Claims DB Hepatic,
"11048",Analysis of enz and TGF-b inhibitor in colon cells and xenog,
H8O-MC-X034,Exen for weight loss in obese ins resistant ind,
"4592",rhrhelerjöelrjöelkrjöelj,
ZYY-MC-O002,Endothelial Function Methods Study,
"12153",QTc Study,
"12247",ADHD Post-launch observational study (CHANGE),
B9R-JE-GDGO,JP hGH P-III SGA,
B1Y-EW-E078,FLUOXETINE V CLOMIPRAMINE TREATMENT OBSESSIVE COMPULSIVE DIS,
F1K-US-X006,Current Approaches in Management of Septic Patients in US,
I2U-EW-H303,MDSS/Calorie Intake,
H3E-KL-B009,OS for pts receiving 2nd-line chemo after 1st-line doublet,
"12337",LTB4 MDSS,
"12362","2 year add-on to metformin",
H3E-US-X075,Phase II Study of Alimta + Cisplatin in Cervical Carcinoma,
"12412",Placeholder Forsteo Device IIT Germany,
"12461",placeholder PRA thales observatory,
"12482",PLACEHOLDER DUMMY TRIAL - Local IITs  --ITALY,
"12502",PoC/Phase 2 CIAS (combo therapy),
H8O-MC-O008,NASH study,
"12523",IIT - Pr Raymond SU11248 + Alimta,
I2T-MC-LADC,OA Efficacy/Dose Finding,
H6D-MC-LVIR,MOA-BPH blood perfusion,
H6U-US-O009,MDD Remission Scale Validation study 1,
H3S-LC-GGHY,RALOXIFENE HCL: 30MG BIOEQUIVALENCE STUDY,
H7T-EW-TAEE,Switching to Pras. after Clop loading dose & before PCI,
B7A-MC-A016,Role of prot kin Cß inhib in tx ex diab cardiomyo,
H6U-MC-B003,GERAS:Cost and Resource Use of Alzheimer's Disease in Europe,
H9X-EW-GBDM,A Study by Scintigraphy to Evaluate the Effect of GLP-Fc o,
"13642",Phase 3,
"13680",mGlu5 Potentiator Effort 3 SDSS,
F1J-AY-O044,The Safety of Duloxetine for Breast feeding Infant,
B7A-MC-A026,Characterization of Endothelial Cell-Specific PKC bet,
H3E-MC-V147,Biomarker - Head and Neck - drug sensitivity/resistance,
H6Q-MC-A035,Pre Clinical -Akt pathways - colorectal carcinoma,
I4L-MC-ABEG,Ph III T2DM Non- inferiority Study for IMCT,
H7T-US-X010,Allergic Reaction,
H3Z-BP-JNAF,LY295501-PHASE I CLINICAL AND PHARMACOKINETIC EVALUATION,
H6Q-MC-V024,Enz resistance and efficacy in combo in cancer cell lines,
H9P-EW-LNCT,Biopharm DDI Sertraline Study,
H9P-EW-LNCW,Pilot QTC study - Part II,
H8Y-MC-HBCH,Hepatic impairment,
H2Q-EW-LZZR,TRANSDERMAL XANOMELINE:TOLERANCE/KINETICS FOLLOWING DOSE ESC,
"12753","3rd pain indication (undecided at this time)",
"12904",Olanzapine Early Response Validation Tool,
I1R-FW-GLBL,Fasting/Exercising Study,
I4D-MC-JTJA,"FHD, Chk1 II, Ph1 (Single Agent)",
"13135",Relative Bioavailability,
F1J-CA-O037,Duloxetine treatment of major depression in midlife women,
B4Z-SB-O026,Evaluation of a Psychoeducation Program for Parents ,
H4S-CA-O082,Hosp Upstream Abciximab Administration in PCI Transfers,
B1Y-EW-S001,FLUOXETINE SURVEILLANCE STUDY,
"13368",QTc,
F1D-SB-O328,Efficacy of early antipsychotic switch vs maintenance,
I5K-MC-DGAA,SAD/MAD study of LY2883255,
H6N-MC-LEAY,Renal Impairment,
"12731",iGluR5 GI Transit,
H3S-JE-202J,EXTENSION STUDY OF LY13948 HCL,
H9P-MC-LNDU,Taste study for pediatric formulation prototypes,
H4Z-MC-GJBF,Raloxifene to Arzoxifene Sequential Trial,
H3S-LC-GGHC,PK. OF ORAL RALOXIFENE HCL IN CIRRHOTIC PTS & NOR.VOL.,
"13442",Mexican PK Study,
I3U-MC-GRCC,Multiple Dose Study,
"13463",PK/PD Bioequivalence in T1DM,
B3D-MC-GHDO,"Hip Fracture, Phase III",
F3Z-CR-IOQD,Insulin Intensification  (Asia/China Need),
"13506","1-year efficacy in patients with comorbidity",
B7A-MC-V005,Effects of ruboxistaurin on vasc cell inflammation,
I2R-MC-BIDC,China MAD,
H9P-MC-LNDX,China MDD IMCT,
H7T-SB-O006,Prasugrel on peripheral NO dependent vasomotor function ,
B9E-GH-O511,Gem+Cis VS Gem+Pac as 1st line treatment in Adv Breast Ca,
H6Q-MC-A023,Enz and multiple myeloma,
I4V-MC-JADD,Phase II BID study,
I5S-EW-EFJA,PCSK9 Antibody Effort 2 Single Ascending Dose,
"14007",DPNP China IMCT,
I4V-MC-JADG,Open Label single dose C-14 study for LY3009104,
"14048",Asian Antiplatelet Obs Study in ACS Patients undergoing PCI,
B9E-GH-O510,Individualized 1st line chemotherapy for advanced NSCLC,
H6Q-MC-A048,Pre Clinical - Enz+Vori - intracranial glio xenograph,
"14158",Retreatment study,
H7T-FR-O013,MIMI study,
I2Y-EW-GHFV,Phototoxicity and photoallergenicity,
H4G-EW-LIAE,LY303870 PK COMPARISON OF TWO FORMULATIONS,
F3Z-US-X035,Diabetes Remote Care Management System,
H4M-LC-NRRA,LY307640: PK/PD IN GERD,
I4X-JE-JFCM,JP_Ph1b/2-Necitumumab+Gem-CDDP vs Gem-CDDP-Sq NSCLC-1st Line,
"14462",Tx of very insulin resistant obese patient with T2DM,
I5U-MC-ANBE,TQT,
H4Q-SB-V006,"LY333328 - GLYCOPEPTIDE, PHARMACODYNAMYC EVALUATION",
I1C-MC-JLBH,R-Ph II/III-GemPro vs Best Sup Care-2nd line-Mesothelioma,
H8C-MC-LQBQ,OA Pain #2: Double blind pbo cntrlld 3 arms (2 LY),
"12747",iGluR5  OA Pain 10 (PhIII),
H2Q-MC-LZZI,MUSCARINIC MECH. IN NEUROCARDIOVASCULAR CONTROL: XANOMELINE,
I3K-EW-LAEA,SDSS (FHD) mGluR5 Antagonist ,
F1J-MC-HMGH,MDD w/ comordity Chronic Low Back Pain,
H7T-MC-TADJ,"2C19 in MD clop vs. pras",
H3E-MC-JMAA,"LY231514 PH I, BOLUS INFUSION EVERY 21 DAYS",
"12971",Fistulating Crohn's Disease,
I1F-MC-RHBA,PS PH3-2LY vs Enbrel vs Plc 12wk primary Superiority,
"12983",Fistulating Crohn's Disease,
F3Z-CA-O072,Is GDM a Risk Factor for Cardiometabolic Syndrome?,
I1V-JE-EIAE,JP CETP Inhibitor Phase 2,
"13056",IIT place holder Arzoxifène,
F1D-US-A155,The Role of Accumbens Acetylcholine in Antipsychotic-Induced,
H3E-MC-JMBB,PHASE II TRIAL IN REFRACTORY COLORECTAL PATIENTS,
I3R-EW-HMID,mGlu2 ph2 #2 MDD,
F3Z-EW-IOPY,Comparison of PK and GD Profiles of U200 and U100 Humalog,
H6L-AY-S001,GP Education and Audit to improve diagnosis ,
"13459",Aura C2 Study,
"13470",Peritrochanteric Study 1,
I1L-MC-GAED,SAM:  Thorough QTc Study,
I3T-MC-PRAC,Trial for Progesterone Receptor Modulator PoC,
H6D-MC-LVIX,DRUG ONLY_Ph IV- 1st line Combo/Mono Ambrisentan+Tadalafil  ,
H7T-SB-O010,Early Thienopyridine treatment (ETAMI-Study),
I4T-IE-JVBD,REGARD-CP12-0715:R-Ph3-1121B+BSCvsPlacebo+BSC-Gastric-2nd ln,
I5B-IE-JGDA,CP15-0802: Ph 2 - 3G3 - Ovary,
H3Z-SB-JNAE,"CLIN/PHARM EVAL OF LY295501 ORAL/DAILY, 14 DAYS, METAS./CANC",
H6Q-MC-A046,Pre Clinical - PKC theta graft vs host & anti leukemia respn,
H8L-MC-IQAV,"""Memoir vs Luxura in Patients with Dose Forgetfulness.""",
H7T-DS-TAEL,Switching AntiPlatelet Agents-ticagrelor to prasugrel,
"14045",R-Ph II - Alimta vs Iressa - NSq EGFR + Mutation - NSCLC,
"13473",Lumbar Vertebra Study 2,
H8L-MC-IQAN,KwikPen simulated injection study,
H3E-MC-S132,Ph II-alimta+Carboplatin or Cisplatin+Erbitux-Head & Neck,
I5M-MC-FABB,FED Ferroportin Antibody HRA in MM,
H3S-LC-GGHT,RALOXIFENE HCL-WARFAARIN DRUG INTERACTION STUDY,
"13535",FED Randomized Phase 2 Study in Patients w/Met BC,
H8Y-MC-HBDB,MTD Study,
H3S-MC-GGGJ,EVALUATIONS OF EFFECTS OF RALOX. ON MARKERS REPRO. ENDOCRINE,
H7T-KL-B013,Prasugrel PMS (Post Marketing Surveillance) in Korea,
H8O-MC-A033,Role of Exendin-4 on transcription factors ,
H3S-MC-GGHG,"COMP OF RALOX, ESTROGEN & PLACEBO: UTERINE EFFECTS",
I4O-MC-BACC,BACE Inhibitor II (Phase IB/2A),
H6Q-MC-V053,Pre Clinical - Enzastaurin/Erlotinib Combo (invitro/Xenograf,
B3D-MC-O026,IIT: Efficacy of Teriparatide in Patients with New Forms of ,
H3E-US-I033,BATTLE-FL Biomarker-Integrated Study PtwNSCLC Tx-FL setting,
I4T-MC-JVBA,REVEL-CP12-1027:R-Ph3-1121B+Docet vs Docet+Plcb-NSCLC-2nd Ln,
"13666",GPR119 MAD,
H6D-EW-LVIS,Patient's choice of ED therapy on patient outcomes,
H8K-MC-JZAV,Renal Impaired ,
H7L-MC-MDAC,Exploratory study evaluating muscle atrophy and recovery,
I4J-MC-HHBA,Biomarker Study of Smoothened Pathway in Healthy Volunteers,
H6Q-MC-V061,Pre Clinical  - endometiral carcinoma cell lines,
H3S-JE-A009,Combination therapy with raloxifene and eldecalcitol in rats,
"13836",Bioequivalence Study,
H3E-MC-V149,Pre Clinical- Anti-metastasis role for Alimta in NSCLC,
I5A-IE-JAED,CP13-0708: Ph 2 - A12-mCRC-2nd Line,
"13975",Differences in anti-insulin antibody binding (Humulin -R) ,
"14029",QW/BID in severely insulin resistant pts who require insulin,
H4A-EW-XBAA,"ORAL SINGLE DOSE ESCALATION, PK AND SAFETY",
I4V-MC-JADZ,Ph 3 RA - MTX naiive patients,
H6Q-MC-V078,Pre Clinical - epithelial carcinoma xenograph and cell lines,
I5M-FW-FABA,FHD:Ferroportin Antibody (LY2928057) SAD study,
I5J-MC-NOAJ,RBA Exploratory Study,
H9X-MC-GBGC,Pediatric Study 2,
H4G-EW-LIAA,"LY303870,PHASE 1,SINGLE ORAL DOSE KINETICS,SAFETY,DYNAMICS",
I5E-MC-TSAN,Ph II Randomized 2-way crossover to PK steady state,
I5A-IE-X018,ADVL1221: PhII - A12 - Solid Tumors,
H3E-MC-V156,In Vitro Pre-clinical Study,
I4V-MC-JADP,Phase 2 Study of Patients with Moderate to Severe Psoriasis,
I4E-BR-JXBF,BMS CA225-346: Ph II-Erbitux+Cis+Vinorelbine-NSCLC-1st Line,
I3X-MC-JHTD,C14 in healthy male subjects ,
B3D-US-GHDV,Effects of osteoporosis on markers of bone formation,
I1V-MC-EIAP,Effect of Evacetrapib on Oral Contraceptive PK in H F Subj,
H8O-MC-X036,"Prosp study of patterns, predictors, and mech of weight loss",
H4S-MC-X005,DUKE UNIVERSITY MONITORING PROGRAM,
I3X-MC-A001,"Preclinical evaluation of L Y2784544, alone and in combinati",
F1J-MC-B050,"2012_200_Dosing and Daily Pharmacy Costs of Dulox Treatment ",
H4Y-MC-LJAM,Dose comparison of LY334370 vs placebo (liquid),
I4V-JE-JADM,JP JAK Phase1,
I3P-JE-GKBD,Japan Ph1 study w/Glucokinase activator II,
"14110",Phase IIB-MDD dose-ranging study,
I5A-MC-JAEO,R-PhIII-Gemzar+Tarceva +/-A12 - Pancreas-1st Line,
I3P-MC-GKBF,Phase 2 - Fixed Dose,
H4G-EW-LIAC,LY303870 SINGLE ORAL DOSE IN FEMALE VOLUNTEERS,
H8O-CY-O027,IIT-EXECUTIVE,
I5L-MC-TCAC,"767 Ph. 3 L.Term Safety in CF exocrine pancreatic Insuff.",
H8L-MC-IQBC,Safety and Tolerability Study of the Auto Injector in Health,
I5S-EW-EFJB,Multiple Dose Safety Study,
I5E-MC-TSAS,Body Composition trial - Testosterone Solution,
H9P-EW-LNEB,Biopharm Effect of Clarithromycin on NERI PK Study,
I3P-GH-GKBK,China Ph1 for GKA II (LY2608204),
H8Y-MC-HBDI,Long-term Safety Study Adolescent for LT trt. from other stu,
H9S-JE-JDCI,JP_Ph I - LA294+Bortezomib - MM,
"15329",Blosozumab Formative Human Factors Study #2,
I6M-MC-SSAC,BAFF/IL-17 Bispecific Ab Single Ascending Dose Study in RA,
H9X-MC-V001,ID of GLP-1 Target cells w/in gastrointestinal tract,
I4J-MC-HHBG,"SAD Single Ascending dose study with food effects, RBA, PPI",
I6A-MC-A002,Eval. FDG-PET as a PD after admin. of PI3/mTOR,
I4O-MC-BACM,Absolute Bioavailability,
H9H-MC-V005,TGFb RI Inhibition in Melanoma,
I6T-MC-AMAA,"FHD IL-23 Antibody II, Ph1 Psoriasis",
H6O-FW-S013,PK and PD effects of Intranasal Insulin in HV and MCI ,
I6U-MC-GHRB,POC T2DM,
I7I-JE-XNAC,JP MAD,
I6W-MC-TNAB,"TNFa/IL-17 Bispecific, Phase 1B",
I5S-MC-EFJJ,HeFH ,
"1513",Levodopa-Sparing Capacity of LY300164 in Parkinson's Dis.,
B3D-MC-B022,"2012-082_Study of Forteo Patients after Hip Fracture",
I7D-MC-SGAD,C14 STUDY,
"1525",Alternative formulation trial,
H3E-MC-JMIY,Ph II-Alimta+Carboplatin+Erlotinib-NSCLC-1st line,
H6D-SO-V016,Molecular mechanisms behind glucose uptake in muscle cells i,
I7E-AV-_A05,Evaluating the safety & imaging characteristics of 1451,
"15593",C14  ,
B4Z-US-B030,Chart Review Study of Atomoxetine Hydrochloride Monotherapy ,
"15672",Hepatic Impaiment,
H8L-MC-IQCW,Dulaglutide Supplemental Summative Study,
H7T-MC-V041,VerifyNow PRUTest to monitor inhibition of platelet function,
B1Y-HL-0006,FLUOXETINE IN BIGE-EATING OF OBESE BULIMIC PATIENTS,
I7E-AV-_A14,"18F-AV-1451-A14",
I4E-IE-W837,"Protocol CA225-094; A II STUDY OF OXALIPLATIN, CAPECITABINE,",
I4E-IE-W843,"Protocol CA225-251; A RANDOMIZED III TRIAL OF CETUXIMAB, BEV",
I4E-IE-W855,Protocol CA225-009; A II Study of  cetuximab/Paclitaxel/Carb,
I4E-IE-W864,Protocol CP02-9504; Ib/IIa Evaluation of Anti-Epidermal Grow,
"1598",Pediatric ADHD Open Label,
I8D-MC-AZEL,Particle Size,
B3D-LC-GHBD,Blood Draw in Uremic Patients,
I4T-IE-JVBN,CP12-0402: Ph1-1121B- Advanced Solid Tumors - 2nd line,
I4T-IE-JVBO,CP12-0604:R-Ph2-1121B +/- Dacarbazine -Melanoma,
H8O-MC-X026,Compliance & Adherence in Diabetes Pts: An ADA/Medco Study,
H3Z-MC-JNAC,PHASE I CLINICAL AND PHARMACOKINETIC EVALUATION LY295501,
"13961",FED Randomized Phase 2 Study in Pts w/prostate CA,
I1F-JE-RHAT,JP Phase III for Psoriasis (Switch to PMCT after J-approval),
I5E-MC-TSAC,Cialis PRN +Testosterone -Global,
H3E-JE-O063,JP_Ph II-Chemoradiation + Alimta - NSCLC (Placeholder),
"14046",Anti-inflamm effect of pras in ACS patients treated by PCI,
H6Q-MC-A047,Pre Clinical - Enzastaurin effect on PKD activation,
F1J-MC-HMGW,Double blind Fibro Adolescent study,
F3Z-FR-V010,IIT Chevenne,
H6O-EW-S008,Aromatase 5-alpha Reductase EET,
B3D-JE-GHDS,JP Teriparatide Phase 3 Fracture Healing,
F1J-US-X059,Dulox in reduction of pain in pts w/Syst Lupus Erythematosus,
H6U-EW-S012,Assessment of Cognitive Testing Methods,
I1R-MC-GLDF,PK DDI Study - Atorvastatin,
I4L-MC-ABEL,China IMCT T1 trial ,
H3E-UT-O066,Predictive markers for ALIMTA in patients with NSCLC,
B4Z-US-A014,Atomox microinject into prefrontal cortex delay discounting,
H3E-US-X086,PHII PlatinumbasedChemoNSCLC switch nonresponders NEOSCAN,
H6Q-MC-V081,Pre Clinical - TS gene copy and methylation status,
B9R-US-V008,Study of origin of irreversible endotherm:hGH&human insulin,
"14365",Ph II-Erbitux + Xeloda +Cisplatin - Gastric - 1st Line,
I4E-IE-I003,MED P02-06004:R-Ph II-Gem+Cis +/-Cetuximab-Urothelial,
H8O-MC-B016,UK PEMS,
I4V-MC-JADR,Placebo-Controlled Study Of Efficacy & Safety for Psoriasis,
H3E-US-I036,PHI/II Eval Panitumumab/Pem/RX then Panitumumab/Pem Thyroid,
I2M-MC-GSDH,Bridging Study for the Device,
I4V-MC-JAGD,Oral Contraceptives,
H4S-FP-EHHA,ADMIRAL:ABCIXIMAB BEFORE ANGIOPLASTY AND STENTING IN AMI,
"14668", NOP-1 and OPRA kappa PET RO with Buprenorphine,
I5E-MC-TSBB,Summative Human Factor Study-Production equivalent device,
I2R-MC-BIDH,PEG Vendor Study,
I1V-MC-EIAU,Bioequivalence of evacetrapib drug products,
H8O-MC-GWED,CN exenatide to existing insulin therapy,
H4S-MC-EFFA,ERASER:EVALUATION OF REOPRO & STENTING TO ELIMINATE REOSTENO,
H4S-MC-EWAI,EFFECT OF REOPRO AND TICLID WITH STENT PLACEMENT IN PTCA,
I4V-MC-JAGQ,"Phase 2, Double-Blind, Multi-site, Trial for DN",
B3D-IT-GHDX,The effect of Forsteo in Mid-head resection hip arthroplasty,
I6E-AV-_B04,Ph II/ III to eval dopaminergic degen. in mvmt disorders,
B3D-IT-O034,The effect of Forsteo in Mid-head resection hip arthroplasty,
H9D-MC-ITAI,T1DM Clamp,
I4O-MC-BACR,Definitive BE,
H4Z-LC-SDAA,"LY353381 HCl Single Dose, Dose Escalation in Healthy Women",
I2M-MC-GSDK,Phase 3 study of Blosozumab in Japanese severe OP patients,
I1F-MC-RHBM,Human Factor Study,
I6E-AV-_A04,"18F-AV-45-A04 ",
H4Q-MC-V001,LY333328 VS VANCOMYCIN--PHARMACODYNAMIC IN VITRO EVALUATION,
I6P-MC-FMRB,MAD-POC,
I4O-MC-BACK,Taste Study for BACE Inhibitor II,
H3E-EW-B014,"Retrospective, chart-based study of ALIMTA population",
H4Q-UT-V008,LY 333328 SURVEILLANCE OF RESISTANCE IN EUROPEAN ENTEROCOCCI,
I1R-MC-GLDB,Elderly PK Study,
H4S-MC-EEAB,REOPRO & PTCA IN FAILED THROMBOLYTIC THERAPY IN AMJ,
F1J-US-X063,Anal. 120 MRI scans from dulox vs placebo Tx chronic depress,
I6E-AV-RN08,France only IIT-Pilot study; PET imaging of early AD,
"14751",Ph. 1 AV-133 in healthy subj and subj with T1DM or T2DM,
I1V-MC-EIBE,CETP inhibitor - SIMCT Phase 3 MACE/China ,
"14810",Oral Sensory Eval of Intermediate Commercial Pediatric ,
H9H-MC-A007,TGFB signaling on the vasculature and vascular homeostasis.,
H9D-MC-ITAM,Safety & Effectiveness of Aura for BBT in Type 1 & 2 ,
H5M-SB-EIIB,Xipamide vs furosemide in pts. with coronary heart failure,
H4H-EW-LGAK,LY300164 vs. Placebo in Pts w Partial Seizures,
H4H-MC-I002,Effects of AMPA Recept. Blockade in Parkinson's Disease,
"15124",TQT,
I3O-MC-V001,Antitumor effect of LY2801653 or LY2940680 in BTC,
I6V-EW-S001,Early Exploratory for Thyrotropin Releasing Hormone,
"15080",Ph II - Ramucirumab + wkly Paclitaxel - MBC - 1st Line,
B1Y-FP-0738,FLUOXETINE LIQUID VS CLOMIPRAMINE TABLETS IN ELDERLY PATIENT,
H9H-MC-V010,melanoma cell plasticity and invasion,
I6I-JE-LMRG,FGF21vLA Japan Ph1 SAD/MAD,
B9E-MC-X032,Phase 2 Study of Gemcitabine in Biliary Tract Tumors,
H8L-MC-IQCK,BIL in reusable devices Summative Human Factors,
B9E-MC-X025,Phase 2 Study of Gemcitabine and Carboplatin,
I1D-MC-A003,Rational dev. of LY & irinotecan comb. in colorectal cancer,
I6K-EW-GLEG,CYP3A,
H3E-GH-B019,NSCLC Retrospective survey of Histological Diagnosis,
I7T-MC-RMAD,TQT Study,
H9H-MC-JBAY,Hepatic Impairment in noncancer patients,
"15558",Renal Impairment,
H3S-JE-O137,"Eff RLX vs EVL, comb in postmenopausal OP patients with CKD",
I2R-MC-BIDR,BIL vs. Degludec,
I3O-MC-A002,Targeting breast cancer metastasis using inhibitors of eiF4E,
I3G-MC-JGCF,Study of LY2584702 to probe for P70 S6K1 Inhibition,
H6Q-MC-V085,Therapeutic Targets for Cutaneous T-Cell Lymphoma (CTCL) ,
H3E-MC-B016,"2012-606_PhIV-Trtmt patterns/Cost Effect in1st Line-AdvNSCLC",
B4G-EW-LCCB,Efficacy of Pergolide in Restless Leg Syndrome (I),
F1D-MC-HGFI,Clinical and Economic Impact of Olanzapine in Schizophrenia,
I7J-EW-BCGC,MAD PK/PD AD,
I2I-MC-V016,Anaplastic Thyroid Carcinoma (ATC),
I4M-MC-MRAN,DDI Study w/ 3A4 Inducer,
I4M-MC-MRAO,TQT Study,
I8A-MC-URAB,Urocortin (LY3116168) MAD,
F3Z-MC-B018,"2013-569_Economic &/or safety outcomes assoc w/floor stock ",
I3X-MC-A002,aGvHD/murine Allo-HSCT models & human xeno-transplant models,
I8L-MC-IXAE,U100 Pilot PK,
F3Z-MC-IOGX,Lispro LM effect on overnight glycemic control in Type 2,
I2M-MC-GSDT,Formulation: Safety and Tolerability,
"2892",Renal impairment,
F1D-MC-X044,THE EFFECTS OF OLZ NV RX OF PSYCHOTIC SYMPTOMS WITH BPD,
I1R-MC-GLDM,Formulation Bridging Study,
I4T-JE-B001,JP_Ph IV - PMS - Gastric pts treated w/ Ramucirumab,
I6E-AV-I005,AV-45-IIT-005: Quantification of Brain Amyloid Burden,
H7T-MC-V038,Investigate Ticagrelor&Metabolite Binding to P2Y12 Receptor,
"15785",Evacetrapib- Lipid 2,
F3Z-MC-B020,U200 Risk Minimization Assessment Study - US #1,
H9H-MC-V017,ALK5 & Enza!utamide in Castration resistant prostrate cancer,
I6A-MC-E001,PhII- PI3 Kin/mTor Dual Inhib-Molecular Alloc-Urothelial,
I4E-IE-W806,Protocol CA182-003; BMS-582664 in Combination With Erbitux i,
I4E-IE-W848,Protocol CA225-117; II TRIAL OF FIRST-LINE THERAPY WITH GEMC,
I4E-IE-W922,Protocol CA225-109; EVALUATION OF THE ROLE OF EPIDERMAL GROW,
I8D-MC-AZEP,Absolute Bioavailability,
"16079",MAD-Taste,
H2Q-MC-LZYE,Behaviors in mod. Alzheimer's-global (B2),
F3Z-MC-IOQP,OPINION study using the QD IOQC Algorithm,
I7E-AV-E005,TAU IMAGING IN YOUNG-ONSET FOCAL DEMENTIA,
I7E-AV-E007,"PET Imaging of Tau Deposits in normal aging, MCI, and AD",
H9X-MC-B010,PMS EU PASS study 1 - Drug Utilization Study,
B4Z-MC-HFBK,Second Tomoxetine vs Pbo in Pediatric Outpatients with ADHD,
